0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 
-0.0048127578 -0.0096139213 -0.0143919240 -0.0191352553 -0.0238324881 -0.0284723064 -0.0330435323 -0.0375351535 -0.0419363492 -0.0462365166 -0.0504252962 -0.0544925968 -0.0584286200 -0.0622238835 -0.0658692442 -0.0693559202 -0.0726755116 -0.0758200214 -0.0787818741 -0.0815539344 -0.0841295241 -0.0865024384 -0.0886669608 -0.0906178767 -0.0923504862 -0.0938606153 -0.0951446259 -0.0961994248 -0.0970224708 -0.0976117813 -0.0979659364 -0.0980840829 -0.0979659364 -0.0976117813 -0.0970224708 -0.0961994248 -0.0951446259 -0.0938606153 -0.0923504862 -0.0906178767 -0.0886669608 -0.0865024384 -0.0841295241 -0.0815539344 -0.0787818741 -0.0758200214 -0.0726755116 -0.0693559202 -0.0658692442 -0.0622238835 -0.0584286200 -0.0544925968 -0.0504252962 -0.0462365166 -0.0419363492 -0.0375351535 -0.0330435323 -0.0284723064 -0.0238324881 -0.0191352553 -0.0143919240 -0.0096139213 -0.0048127578 
-0.0095791662 -0.0191352553 -0.0286452460 -0.0380862277 -0.0474354563 -0.0566704088 -0.0657688374 -0.0747088230 -0.0834688285 -0.0920277503 -0.1003649692 -0.1084604001 -0.1162945404 -0.1238485170 -0.1311041316 -0.1380439049 -0.1446511184 -0.1509098546 -0.1568050358 -0.1623224599 -0.1674488349 -0.1721718111 -0.1764800103 -0.1803630537 -0.1838115867 -0.1868173015 -0.1893729570 -0.1914723965 -0.1931105623 -0.1942835077 -0.1949884072 -0.1952235625 -0.1949884072 -0.1942835077 -0.1931105623 -0.1914723965 -0.1893729570 -0.1868173015 -0.1838115867 -0.1803630537 -0.1764800103 -0.1721718111 -0.1674488349 -0.1623224599 -0.1568050358 -0.1509098546 -0.1446511184 -0.1380439049 -0.1311041316 -0.1238485170 -0.1162945404 -0.1084604001 -0.1003649692 -0.0920277503 -0.0834688285 -0.0747088230 -0.0657688374 -0.0566704088 -0.0474354563 -0.0380862277 -0.0286452460 -0.0191352553 -0.0095791662 
-0.0142533219 -0.0284723064 -0.0426226985 -0.0566704088 -0.0705815952 -0.0843227443 -0.0978607525 -0.1111630057 -0.1241974574 -0.1369327065 -0.1493380727 -0.1613836705 -0.1730404809 -0.1842804216 -0.1950764146 -0.2054024514 -0.2152336557 -0.2245463434 -0.2333180792 -0.2415277313 -0.2491555219 -0.2561830751 -0.2625934608 -0.2683712359 -0.2735024811 -0.2779748350 -0.2817775231 -0.2849013844 -0.2873388934 -0.2890841778 -0.2901330331 -0.2904829325 -0.2901330331 -0.2890841778 -0.2873388934 -0.2849013844 -0.2817775231 -0.2779748350 -0.2735024811 -0.2683712359 -0.2625934608 -0.2561830751 -0.2491555219 -0.2415277313 -0.2333180792 -0.2245463434 -0.2152336557 -0.2054024514 -0.1950764146 -0.1842804216 -0.1730404809 -0.1613836705 -0.1493380727 -0.1369327065 -0.1241974574 -0.1111630057 -0.0978607525 -0.0843227443 -0.0705815952 -0.0566704088 -0.0426226985 -0.0284723064 -0.0142533219 
-0.0187902104 -0.0375351535 -0.0561896712 -0.0747088230 -0.0930479947 -0.1111630057 -0.1290102152 -0.1465466278 -0.1637299968 -0.1805189258 -0.1968729690 -0.2127527279 -0.2281199469 -0.2429376049 -0.2571700050 -0.2707828600 -0.2837433754 -0.2960203281 -0.3075841419 -0.3184069586 -0.3284627051 -0.3377271561 -0.3461779928 -0.3537948564 -0.3605593972 -0.3664553188 -0.3714684175 -0.3755866162 -0.3787999939 -0.3811008092 -0.3824835193 -0.3829447931 -0.3824835193 -0.3811008092 -0.3787999939 -0.3755866162 -0.3714684175 -0.3664553188 -0.3605593972 -0.3537948564 -0.3461779928 -0.3377271561 -0.3284627051 -0.3184069586 -0.3075841419 -0.2960203281 -0.2837433754 -0.2707828600 -0.2571700050 -0.2429376049 -0.2281199469 -0.2127527279 -0.1968729690 -0.1805189258 -0.1637299968 -0.1465466278 -0.1290102152 -0.1111630057 -0.0930479947 -0.0747088230 -0.0561896712 -0.0375351535 -0.0187902104 
-0.0231461389 -0.0462365166 -0.0692155066 -0.0920277503 -0.1146182912 -0.1369327065 -0.1589172389 -0.1805189258 -0.2016857268 -0.2223666492 -0.2425118709 -0.2620728602 -0.2810024931 -0.2992551663 -0.3167869077 -0.3335554816 -0.3495204912 -0.3646434752 -0.3788880013 -0.3922197529 -0.4046066128 -0.4160187399 -0.4264286414 -0.4358112390 -0.4441439291 -0.4514066377 -0.4575818680 -0.4626547436 -0.4666130434 -0.4694472315 -0.4711504801 -0.4717186859 -0.4711504801 -0.4694472315 -0.4666130434 -0.4626547436 -0.4575818680 -0.4514066377 -0.4441439291 -0.4358112390 -0.4264286414 -0.4160187399 -0.4046066128 -0.3922197529 -0.3788880013 -0.3646434752 -0.3495204912 -0.3335554816 -0.3167869077 -0.2992551663 -0.2810024931 -0.2620728602 -0.2425118709 -0.2223666492 -0.2016857268 -0.1805189258 -0.1589172389 -0.1369327065 -0.1146182912 -0.0920277503 -0.0692155066 -0.0462365166 -0.0231461389 
-0.0272791573 -0.0544925968 -0.0815747588 -0.1084604001 -0.1350847508 -0.1613836705 -0.1872938028 -0.2127527279 -0.2376991131 -0.2620728602 -0.2858152509 -0.3088690877 -0.3311788317 -0.3526907369 -0.3733529793 -0.3931157816 -0.4119315336 -0.4297549064 -0.4465429620 -0.4622552565 -0.4768539376 -0.4903038358 -0.5025725491 -0.5136305212 -0.5234511123 -0.5320106638 -0.5392885550 -0.5452672529 -0.5499323542 -0.5532726203 -0.5552800042 -0.5559496699 -0.5552800042 -0.5532726203 -0.5499323542 -0.5452672529 -0.5392885550 -0.5320106638 -0.5234511123 -0.5136305212 -0.5025725491 -0.4903038358 -0.4768539376 -0.4622552565 -0.4465429620 -0.4297549064 -0.4119315336 -0.3931157816 -0.3733529793 -0.3526907369 -0.3311788317 -0.3088690877 -0.2858152509 -0.2620728602 -0.2376991131 -0.2127527279 -0.1872938028 -0.1613836705 -0.1350847508 -0.1084604001 -0.0815747588 -0.0544925968 -0.0272791573 
-0.0311494626 -0.0622238835 -0.0931484016 -0.1238485170 -0.1542502705 -0.1842804216 -0.2138666250 -0.2429376049 -0.2714233269 -0.2992551663 -0.3263660739 -0.3526907369 -0.3781657371 -0.4027297029 -0.4263234576 -0.4488901617 -0.4703754501 -0.4907275629 -0.5098974699 -0.5278389893 -0.5445088984 -0.5598670378 -0.5738764085 -0.5865032606 -0.5977171750 -0.6074911364 -0.6158015984 -0.6226285405 -0.6279555158 -0.6317696913 -0.6340618783 -0.6348265547 -0.6340618783 -0.6317696913 -0.6279555158 -0.6226285405 -0.6158015984 -0.6074911364 -0.5977171750 -0.5865032606 -0.5738764085 -0.5598670378 -0.5445088984 -0.5278389893 -0.5098974699 -0.4907275629 -0.4703754501 -0.4488901617 -0.4263234576 -0.4027297029 -0.3781657371 -0.3526907369 -0.3263660739 -0.2992551663 -0.2714233269 -0.2429376049 -0.2138666250 -0.1842804216 -0.1542502705 -0.1238485170 -0.0931484016 -0.0622238835 -0.0311494626 
-0.0347197816 -0.0693559202 -0.1038249743 -0.1380439049 -0.1719302757 -0.2054024514 -0.2383797946 -0.2707828600 -0.3025335858 -0.3335554816 -0.3637738131 -0.3931157816 -0.4215106998 -0.4488901617 -0.4751882080 -0.5003414842 -0.5242893940 -0.5469742447 -0.5683413865 -0.5883393441 -0.6069199408 -0.6240384141 -0.6396535243 -0.6537276530 -0.6662268946 -0.6771211373 -0.6863841358 -0.6939935748 -0.6999311226 -0.7041824749 -0.7067373900 -0.7075897128 -0.7067373900 -0.7041824749 -0.6999311226 -0.6939935748 -0.6863841358 -0.6771211373 -0.6662268946 -0.6537276530 -0.6396535243 -0.6240384141 -0.6069199408 -0.5883393441 -0.5683413865 -0.5469742447 -0.5242893940 -0.5003414842 -0.4751882080 -0.4488901617 -0.4215106998 -0.3931157816 -0.3637738131 -0.3335554816 -0.3025335858 -0.2707828600 -0.2383797946 -0.2054024514 -0.1719302757 -0.1380439049 -0.1038249743 -0.0693559202 -0.0347197816 
-0.0379557300 -0.0758200214 -0.1135016557 -0.1509098546 -0.1879544984 -0.2245463434 -0.2605972365 -0.2960203281 -0.3307302808 -0.3646434752 -0.3976782116 -0.4297549064 -0.4607962839 -0.4907275629 -0.5194766361 -0.5469742447 -0.5731541443 -0.5979532655 -0.6213118648 -0.6431736695 -0.6634860124 -0.6821999594 -0.6992704270 -0.7146562908 -0.7283204851 -0.7402300915 -0.7503564188 -0.7586750717 -0.7651660100 -0.7698135963 -0.7726066342 -0.7735383951 -0.7726066342 -0.7698135963 -0.7651660100 -0.7586750717 -0.7503564188 -0.7402300915 -0.7283204851 -0.7146562908 -0.6992704270 -0.6821999594 -0.6634860124 -0.6431736695 -0.6213118648 -0.5979532655 -0.5731541443 -0.5469742447 -0.5194766361 -0.4907275629 -0.4607962839 -0.4297549064 -0.3976782116 -0.3646434752 -0.3307302808 -0.2960203281 -0.2605972365 -0.2245463434 -0.1879544984 -0.1509098546 -0.1135016557 -0.0758200214 -0.0379557300 
-0.0408261441 -0.0815539344 -0.1220852542 -0.1623224599 -0.2021686165 -0.2415277313 -0.2803049846 -0.3184069586 -0.3557418624 -0.3922197529 -0.4277527516 -0.4622552565 -0.4956441480 -0.5278389893 -0.5587622203 -0.5883393441 -0.6164991070 -0.6431736695 -0.6682987702 -0.6918138807 -0.7136623510 -0.7337915461 -0.7521529732 -0.7687023978 -0.7833999511 -0.7962102252 -0.8071023592 -0.8160501129 -0.8230319304 -0.8280309919 -0.8310352542 -0.8320374798 -0.8310352542 -0.8280309919 -0.8230319304 -0.8160501129 -0.8071023592 -0.7962102252 -0.7833999511 -0.7687023978 -0.7521529732 -0.7337915461 -0.7136623510 -0.6918138807 -0.6682987702 -0.6431736695 -0.6164991070 -0.5883393441 -0.5587622203 -0.5278389893 -0.4956441480 -0.4622552565 -0.4277527516 -0.3922197529 -0.3557418624 -0.3184069586 -0.2803049846 -0.2415277313 -0.2021686165 -0.1623224599 -0.1220852542 -0.0815539344 -0.0408261441 
-0.0433033800 -0.0865024384 -0.1294931049 -0.1721718111 -0.2144357404 -0.2561830751 -0.2973132424 -0.3377271561 -0.3773274554 -0.4160187399 -0.4537077988 -0.4903038358 -0.5257186880 -0.5598670378 -0.5926666189 -0.6240384141 -0.6539068462 -0.6821999594 -0.7088495932 -0.7337915461 -0.7569657310 -0.7783163192 -0.7977918751 -0.8153454806 -0.8309348473 -0.8445224193 -0.8560754627 -0.8655661454 -0.8729716034 -0.8782739964 -0.8814605504 -0.8825235887 -0.8814605504 -0.8782739964 -0.8729716034 -0.8655661454 -0.8560754627 -0.8445224193 -0.8309348473 -0.8153454806 -0.7977918751 -0.7783163192 -0.7569657310 -0.7337915461 -0.7088495932 -0.6821999594 -0.6539068462 -0.6240384141 -0.5926666189 -0.5598670378 -0.5257186880 -0.4903038358 -0.4537077988 -0.4160187399 -0.3773274554 -0.3377271561 -0.2973132424 -0.2561830751 -0.2144357404 -0.1721718111 -0.1294931049 -0.0865024384 -0.0433033800 
-0.0453635808 -0.0906178767 -0.1356538662 -0.1803630537 -0.2246377308 -0.2683712359 -0.3114582112 -0.3537948564 -0.3952791788 -0.4358112390 -0.4752933918 -0.5136305212 -0.5507302696 -0.5865032606 -0.6208633139 -0.6537276530 -0.6850171050 -0.7146562908 -0.7425738070 -0.7687023978 -0.7929791173 -0.8153454806 -0.8357476052 -0.8541363406 -0.8704673867 -0.8847014007 -0.8968040915 -0.9067463028 -0.9145040827 -0.9200587422 -0.9233968996 -0.9245105130 -0.9233968996 -0.9200587422 -0.9145040827 -0.9067463028 -0.8968040915 -0.8847014007 -0.8704673867 -0.8541363406 -0.8357476052 -0.8153454806 -0.7929791173 -0.7687023978 -0.7425738070 -0.7146562908 -0.6850171050 -0.6537276530 -0.6208633139 -0.5865032606 -0.5507302696 -0.5136305212 -0.4752933918 -0.4358112390 -0.3952791788 -0.3537948564 -0.3114582112 -0.2683712359 -0.2246377308 -0.1803630537 -0.1356538662 -0.0906178767 -0.0453635808 
-0.0469869054 -0.0938606153 -0.1405082067 -0.1868173015 -0.2326763371 -0.2779748350 -0.3226036671 -0.3664553188 -0.4094241476 -0.4514066377 -0.4923016496 -0.5320106638 -0.5704380177 -0.6074911364 -0.6430807558 -0.6771211373 -0.7095302747 -0.7402300915 -0.7691466292 -0.7962102252 -0.8213556811 -0.8445224193 -0.8656546289 -0.8847014007 -0.9016168494 -0.9163602241 -0.9288960067 -0.9391939975 -0.9472293877 -0.9529828194 -0.9564404320 -0.9575938957 -0.9564404320 -0.9529828194 -0.9472293877 -0.9391939975 -0.9288960067 -0.9163602241 -0.9016168494 -0.8847014007 -0.8656546289 -0.8445224193 -0.8213556811 -0.7962102252 -0.7691466292 -0.7402300915 -0.7095302747 -0.6771211373 -0.6430807558 -0.6074911364 -0.5704380177 -0.5320106638 -0.4923016496 -0.4514066377 -0.4094241476 -0.3664553188 -0.3226036671 -0.2779748350 -0.2326763371 -0.1868173015 -0.1405082067 -0.0938606153 -0.0469869054 
-0.0481577205 -0.0961994248 -0.1440093763 -0.1914723965 -0.2384741430 -0.2849013844 -0.3306422734 -0.3755866162 -0.4196261380 -0.4626547436 -0.5045687735 -0.5452672529 -0.5846521358 -0.6226285405 -0.6591049785 -0.6939935748 -0.7272102799 -0.7586750717 -0.7883121488 -0.8160501129 -0.8418221408 -0.8655661454 -0.8872249254 -0.9067463028 -0.9240832489 -0.9391939975 -0.9520421456 -0.9625967407 -0.9708323560 -0.9767291511 -0.9802729201 -0.9814551258 -0.9802729201 -0.9767291511 -0.9708323560 -0.9625967407 -0.9520421456 -0.9391939975 -0.9240832489 -0.9067463028 -0.8872249254 -0.8655661454 -0.8418221408 -0.8160501129 -0.7883121488 -0.7586750717 -0.7272102799 -0.6939935748 -0.6591049785 -0.6226285405 -0.5846521358 -0.5452672529 -0.5045687735 -0.4626547436 -0.4196261380 -0.3755866162 -0.3306422734 -0.2849013844 -0.2384741430 -0.1914723965 -0.1440093763 -0.0961994248 -0.0481577205 
-0.0488647504 -0.0976117813 -0.1461236568 -0.1942835077 -0.2419753126 -0.2890841778 -0.3354966139 -0.3811008092 -0.4257868993 -0.4694472315 -0.5119766242 -0.5532726203 -0.5932357343 -0.6317696913 -0.6687816599 -0.7041824749 -0.7378868526 -0.7698135963 -0.7998857915 -0.8280309919 -0.8541813930 -0.8782739964 -0.9002507608 -0.9200587422 -0.9376502216 -0.9529828194 -0.9660195981 -0.9767291511 -0.9850856779 -0.9910690471 -0.9946648441 -0.9958644064 -0.9946648441 -0.9910690471 -0.9850856779 -0.9767291511 -0.9660195981 -0.9529828194 -0.9376502216 -0.9200587422 -0.9002507608 -0.8782739964 -0.8541813930 -0.8280309919 -0.7998857915 -0.7698135963 -0.7378868526 -0.7041824749 -0.6687816599 -0.6317696913 -0.5932357343 -0.5532726203 -0.5119766242 -0.4694472315 -0.4257868993 -0.3811008092 -0.3354966139 -0.2890841778 -0.2419753126 -0.1942835077 -0.1461236568 -0.0976117813 -0.0488647504 
-0.0491011860 -0.0980840829 -0.1468306867 -0.1952235625 -0.2431461277 -0.2904829325 -0.3371199385 -0.3829447931 -0.4278471000 -0.4717186859 -0.5144538601 -0.5559496699 -0.5961061483 -0.6348265547 -0.6720176084 -0.7075897128 -0.7414571716 -0.7735383951 -0.8037560968 -0.8320374798 -0.8583144115 -0.8825235887 -0.9046066892 -0.9245105130 -0.9421871100 -0.9575938957 -0.9706937539 -0.9814551258 -0.9898520863 -0.9958644064 -0.9994776019 -1.0006829684 -0.9994776019 -0.9958644064 -0.9898520863 -0.9814551258 -0.9706937539 -0.9575938957 -0.9421871100 -0.9245105130 -0.9046066892 -0.8825235887 -0.8583144115 -0.8320374798 -0.8037560968 -0.7735383951 -0.7414571716 -0.7075897128 -0.6720176084 -0.6348265547 -0.5961061483 -0.5559496699 -0.5144538601 -0.4717186859 -0.4278471000 -0.3829447931 -0.3371199385 -0.2904829325 -0.2431461277 -0.1952235625 -0.1468306867 -0.0980840829 -0.0491011860 
-0.0488647504 -0.0976117813 -0.1461236568 -0.1942835077 -0.2419753126 -0.2890841778 -0.3354966139 -0.3811008092 -0.4257868993 -0.4694472315 -0.5119766242 -0.5532726203 -0.5932357343 -0.6317696913 -0.6687816599 -0.7041824749 -0.7378868526 -0.7698135963 -0.7998857915 -0.8280309919 -0.8541813930 -0.8782739964 -0.9002507608 -0.9200587422 -0.9376502216 -0.9529828194 -0.9660195981 -0.9767291511 -0.9850856779 -0.9910690471 -0.9946648441 -0.9958644064 -0.9946648441 -0.9910690471 -0.9850856779 -0.9767291511 -0.9660195981 -0.9529828194 -0.9376502216 -0.9200587422 -0.9002507608 -0.8782739964 -0.8541813930 -0.8280309919 -0.7998857915 -0.7698135963 -0.7378868526 -0.7041824749 -0.6687816599 -0.6317696913 -0.5932357343 -0.5532726203 -0.5119766242 -0.4694472315 -0.4257868993 -0.3811008092 -0.3354966139 -0.2890841778 -0.2419753126 -0.1942835077 -0.1461236568 -0.0976117813 -0.0488647504 
-0.0481577205 -0.0961994248 -0.1440093763 -0.1914723965 -0.2384741430 -0.2849013844 -0.3306422734 -0.3755866162 -0.4196261380 -0.4626547436 -0.5045687735 -0.5452672529 -0.5846521358 -0.6226285405 -0.6591049785 -0.6939935748 -0.7272102799 -0.7586750717 -0.7883121488 -0.8160501129 -0.8418221408 -0.8655661454 -0.8872249254 -0.9067463028 -0.9240832489 -0.9391939975 -0.9520421456 -0.9625967407 -0.9708323560 -0.9767291511 -0.9802729201 -0.9814551258 -0.9802729201 -0.9767291511 -0.9708323560 -0.9625967407 -0.9520421456 -0.9391939975 -0.9240832489 -0.9067463028 -0.8872249254 -0.8655661454 -0.8418221408 -0.8160501129 -0.7883121488 -0.7586750717 -0.7272102799 -0.6939935748 -0.6591049785 -0.6226285405 -0.5846521358 -0.5452672529 -0.5045687735 -0.4626547436 -0.4196261380 -0.3755866162 -0.3306422734 -0.2849013844 -0.2384741430 -0.1914723965 -0.1440093763 -0.0961994248 -0.0481577205 
-0.0469869054 -0.0938606153 -0.1405082067 -0.1868173015 -0.2326763371 -0.2779748350 -0.3226036671 -0.3664553188 -0.4094241476 -0.4514066377 -0.4923016496 -0.5320106638 -0.5704380177 -0.6074911364 -0.6430807558 -0.6771211373 -0.7095302747 -0.7402300915 -0.7691466292 -0.7962102252 -0.8213556811 -0.8445224193 -0.8656546289 -0.8847014007 -0.9016168494 -0.9163602241 -0.9288960067 -0.9391939975 -0.9472293877 -0.9529828194 -0.9564404320 -0.9575938957 -0.9564404320 -0.9529828194 -0.9472293877 -0.9391939975 -0.9288960067 -0.9163602241 -0.9016168494 -0.8847014007 -0.8656546289 -0.8445224193 -0.8213556811 -0.7962102252 -0.7691466292 -0.7402300915 -0.7095302747 -0.6771211373 -0.6430807558 -0.6074911364 -0.5704380177 -0.5320106638 -0.4923016496 -0.4514066377 -0.4094241476 -0.3664553188 -0.3226036671 -0.2779748350 -0.2326763371 -0.1868173015 -0.1405082067 -0.0938606153 -0.0469869054 
-0.0453635808 -0.0906178767 -0.1356538662 -0.1803630537 -0.2246377308 -0.2683712359 -0.3114582112 -0.3537948564 -0.3952791788 -0.4358112390 -0.4752933918 -0.5136305212 -0.5507302696 -0.5865032606 -0.6208633139 -0.6537276530 -0.6850171050 -0.7146562908 -0.7425738070 -0.7687023978 -0.7929791173 -0.8153454806 -0.8357476052 -0.8541363406 -0.8704673867 -0.8847014007 -0.8968040915 -0.9067463028 -0.9145040827 -0.9200587422 -0.9233968996 -0.9245105130 -0.9233968996 -0.9200587422 -0.9145040827 -0.9067463028 -0.8968040915 -0.8847014007 -0.8704673867 -0.8541363406 -0.8357476052 -0.8153454806 -0.7929791173 -0.7687023978 -0.7425738070 -0.7146562908 -0.6850171050 -0.6537276530 -0.6208633139 -0.5865032606 -0.5507302696 -0.5136305212 -0.4752933918 -0.4358112390 -0.3952791788 -0.3537948564 -0.3114582112 -0.2683712359 -0.2246377308 -0.1803630537 -0.1356538662 -0.0906178767 -0.0453635808 
-0.0433033800 -0.0865024384 -0.1294931049 -0.1721718111 -0.2144357404 -0.2561830751 -0.2973132424 -0.3377271561 -0.3773274554 -0.4160187399 -0.4537077988 -0.4903038358 -0.5257186880 -0.5598670378 -0.5926666189 -0.6240384141 -0.6539068462 -0.6821999594 -0.7088495932 -0.7337915461 -0.7569657310 -0.7783163192 -0.7977918751 -0.8153454806 -0.8309348473 -0.8445224193 -0.8560754627 -0.8655661454 -0.8729716034 -0.8782739964 -0.8814605504 -0.8825235887 -0.8814605504 -0.8782739964 -0.8729716034 -0.8655661454 -0.8560754627 -0.8445224193 -0.8309348473 -0.8153454806 -0.7977918751 -0.7783163192 -0.7569657310 -0.7337915461 -0.7088495932 -0.6821999594 -0.6539068462 -0.6240384141 -0.5926666189 -0.5598670378 -0.5257186880 -0.4903038358 -0.4537077988 -0.4160187399 -0.3773274554 -0.3377271561 -0.2973132424 -0.2561830751 -0.2144357404 -0.1721718111 -0.1294931049 -0.0865024384 -0.0433033800 
-0.0408261441 -0.0815539344 -0.1220852542 -0.1623224599 -0.2021686165 -0.2415277313 -0.2803049846 -0.3184069586 -0.3557418624 -0.3922197529 -0.4277527516 -0.4622552565 -0.4956441480 -0.5278389893 -0.5587622203 -0.5883393441 -0.6164991070 -0.6431736695 -0.6682987702 -0.6918138807 -0.7136623510 -0.7337915461 -0.7521529732 -0.7687023978 -0.7833999511 -0.7962102252 -0.8071023592 -0.8160501129 -0.8230319304 -0.8280309919 -0.8310352542 -0.8320374798 -0.8310352542 -0.8280309919 -0.8230319304 -0.8160501129 -0.8071023592 -0.7962102252 -0.7833999511 -0.7687023978 -0.7521529732 -0.7337915461 -0.7136623510 -0.6918138807 -0.6682987702 -0.6431736695 -0.6164991070 -0.5883393441 -0.5587622203 -0.5278389893 -0.4956441480 -0.4622552565 -0.4277527516 -0.3922197529 -0.3557418624 -0.3184069586 -0.2803049846 -0.2415277313 -0.2021686165 -0.1623224599 -0.1220852542 -0.0815539344 -0.0408261441 
-0.0379557300 -0.0758200214 -0.1135016557 -0.1509098546 -0.1879544984 -0.2245463434 -0.2605972365 -0.2960203281 -0.3307302808 -0.3646434752 -0.3976782116 -0.4297549064 -0.4607962839 -0.4907275629 -0.5194766361 -0.5469742447 -0.5731541443 -0.5979532655 -0.6213118648 -0.6431736695 -0.6634860124 -0.6821999594 -0.6992704270 -0.7146562908 -0.7283204851 -0.7402300915 -0.7503564188 -0.7586750717 -0.7651660100 -0.7698135963 -0.7726066342 -0.7735383951 -0.7726066342 -0.7698135963 -0.7651660100 -0.7586750717 -0.7503564188 -0.7402300915 -0.7283204851 -0.7146562908 -0.6992704270 -0.6821999594 -0.6634860124 -0.6431736695 -0.6213118648 -0.5979532655 -0.5731541443 -0.5469742447 -0.5194766361 -0.4907275629 -0.4607962839 -0.4297549064 -0.3976782116 -0.3646434752 -0.3307302808 -0.2960203281 -0.2605972365 -0.2245463434 -0.1879544984 -0.1509098546 -0.1135016557 -0.0758200214 -0.0379557300 
-0.0347197816 -0.0693559202 -0.1038249743 -0.1380439049 -0.1719302757 -0.2054024514 -0.2383797946 -0.2707828600 -0.3025335858 -0.3335554816 -0.3637738131 -0.3931157816 -0.4215106998 -0.4488901617 -0.4751882080 -0.5003414842 -0.5242893940 -0.5469742447 -0.5683413865 -0.5883393441 -0.6069199408 -0.6240384141 -0.6396535243 -0.6537276530 -0.6662268946 -0.6771211373 -0.6863841358 -0.6939935748 -0.6999311226 -0.7041824749 -0.7067373900 -0.7075897128 -0.7067373900 -0.7041824749 -0.6999311226 -0.6939935748 -0.6863841358 -0.6771211373 -0.6662268946 -0.6537276530 -0.6396535243 -0.6240384141 -0.6069199408 -0.5883393441 -0.5683413865 -0.5469742447 -0.5242893940 -0.5003414842 -0.4751882080 -0.4488901617 -0.4215106998 -0.3931157816 -0.3637738131 -0.3335554816 -0.3025335858 -0.2707828600 -0.2383797946 -0.2054024514 -0.1719302757 -0.1380439049 -0.1038249743 -0.0693559202 -0.0347197816 
-0.0311494626 -0.0622238835 -0.0931484016 -0.1238485170 -0.1542502705 -0.1842804216 -0.2138666250 -0.2429376049 -0.2714233269 -0.2992551663 -0.3263660739 -0.3526907369 -0.3781657371 -0.4027297029 -0.4263234576 -0.4488901617 -0.4703754501 -0.4907275629 -0.5098974699 -0.5278389893 -0.5445088984 -0.5598670378 -0.5738764085 -0.5865032606 -0.5977171750 -0.6074911364 -0.6158015984 -0.6226285405 -0.6279555158 -0.6317696913 -0.6340618783 -0.6348265547 -0.6340618783 -0.6317696913 -0.6279555158 -0.6226285405 -0.6158015984 -0.6074911364 -0.5977171750 -0.5865032606 -0.5738764085 -0.5598670378 -0.5445088984 -0.5278389893 -0.5098974699 -0.4907275629 -0.4703754501 -0.4488901617 -0.4263234576 -0.4027297029 -0.3781657371 -0.3526907369 -0.3263660739 -0.2992551663 -0.2714233269 -0.2429376049 -0.2138666250 -0.1842804216 -0.1542502705 -0.1238485170 -0.0931484016 -0.0622238835 -0.0311494626 
-0.0272791573 -0.0544925968 -0.0815747588 -0.1084604001 -0.1350847508 -0.1613836705 -0.1872938028 -0.2127527279 -0.2376991131 -0.2620728602 -0.2858152509 -0.3088690877 -0.3311788317 -0.3526907369 -0.3733529793 -0.3931157816 -0.4119315336 -0.4297549064 -0.4465429620 -0.4622552565 -0.4768539376 -0.4903038358 -0.5025725491 -0.5136305212 -0.5234511123 -0.5320106638 -0.5392885550 -0.5452672529 -0.5499323542 -0.5532726203 -0.5552800042 -0.5559496699 -0.5552800042 -0.5532726203 -0.5499323542 -0.5452672529 -0.5392885550 -0.5320106638 -0.5234511123 -0.5136305212 -0.5025725491 -0.4903038358 -0.4768539376 -0.4622552565 -0.4465429620 -0.4297549064 -0.4119315336 -0.3931157816 -0.3733529793 -0.3526907369 -0.3311788317 -0.3088690877 -0.2858152509 -0.2620728602 -0.2376991131 -0.2127527279 -0.1872938028 -0.1613836705 -0.1350847508 -0.1084604001 -0.0815747588 -0.0544925968 -0.0272791573 
